,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer (Benchmark),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,Data Transfer (Prediction CS),,,,,,,,,
590,9.05,696.15,0.54,9.08,698.46,0.54,413.30,436.44,10.0,8.0,12.0,10.0,16.6,46.7 ,10.0,8.0,10.0,10.0,16.5,44.5 ,42.16,35.36,8.00,43.36,32.16,7.76,39.92,18.56,8.00,26.56,40.12,8.00,48.12,32.12,8.00,40.12,16.00,8.00,24.00,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
600,9.02,693.84,0.54,9.08,698.46,0.54,413.30,435.52,10.0,8.0,10.0,10.0,16.6,44.7 ,10.0,8.0,10.0,10.0,16.5,44.5 ,42.25,35.28,8.00,43.28,32.16,7.84,40.00,18.80,8.00,26.80,32.12,8.00,40.12,32.12,8.00,40.12,16.00,8.12,24.12,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
610,9.05,696.15,0.54,9.08,698.46,0.54,413.48,430.58,10.0,8.0,10.0,10.0,16.6,44.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,42.73,33.44,8.00,41.44,32.16,7.84,40.00,19.20,8.00,27.20,32.12,8.00,40.12,32.12,8.00,40.12,16.00,8.00,24.00,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
620,9.09,699.23,0.54,9.08,698.46,0.54,413.30,426.36,10.0,8.0,10.0,10.0,16.5,44.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,43.16,33.44,8.00,41.44,32.16,7.84,40.00,19.60,8.00,27.60,32.12,8.00,40.12,32.12,8.00,40.12,16.00,7.87,23.87,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
630,9.05,696.15,0.54,9.08,698.46,0.54,413.48,430.09,10.0,8.0,12.0,10.0,16.6,46.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,42.78,35.60,8.00,43.60,32.16,7.84,40.00,19.76,8.00,27.76,40.12,8.00,48.12,32.12,8.00,40.12,16.00,8.00,24.00,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
640,9.06,696.92,0.54,9.08,698.46,0.54,413.30,409.81,10.0,8.0,10.0,10.0,16.6,44.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,44.90,39.60,8.00,47.60,32.16,7.84,40.00,20.16,8.00,28.16,32.12,8.00,40.12,32.12,8.00,40.12,16.00,8.00,24.00,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
650,8.98,690.76,0.54,9.08,698.46,0.54,413.30,420.41,10.0,8.0,12.1,10.1,16.7,46.8 ,10.0,8.0,10.0,10.0,16.5,44.5 ,43.77,36.96,8.00,44.96,32.16,7.84,40.00,20.48,8.00,28.48,40.12,8.00,48.12,32.25,8.00,40.25,16.12,8.12,24.24,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
660,9.06,696.92,0.54,9.08,698.46,0.54,413.48,416.84,10.0,8.0,10.1,10.1,16.6,44.7 ,10.0,8.0,10.0,10.0,16.5,44.5 ,44.14,35.84,8.00,43.84,32.16,7.76,39.92,20.72,8.00,28.72,32.25,8.00,40.25,32.25,8.00,40.25,16.12,7.87,23.99,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
670,9.10,700.00,0.54,9.08,698.46,0.54,413.30,409.06,10.0,8.0,12.0,10.0,16.5,46.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,44.98,36.32,8.00,44.32,32.16,7.84,40.00,21.20,8.00,29.20,40.12,8.00,48.12,32.12,8.00,40.12,16.00,7.87,23.87,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
680,9.06,696.92,0.54,9.08,698.46,0.54,413.48,405.76,10.0,8.0,10.0,10.0,16.6,44.6 ,10.0,8.0,10.0,10.0,16.5,44.5 ,45.35,40.24,8.00,48.24,32.16,7.76,39.92,21.52,8.00,29.52,32.12,8.00,40.12,32.12,8.00,40.12,16.00,8.00,24.00,32.00,8.00,40.00,32.00,8.00,40.00,16.00,8.00,24.00
690,9.10,700.00,0.54,8.54,656.92,0.23,379.38,405.01,10.0,8.0,12.0,10.0,16.5,46.6 ,10.0,8.0,14.0,10.0,16.5,48.5 ,45.43,40.00,8.00,48.00,32.16,7.76,39.92,21.84,8.00,29.84,40.12,8.00,48.12,32.12,8.00,40.12,16.00,7.87,23.87,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
700,9.02,693.84,0.54,8.54,656.92,0.23,379.38,401.02,10.0,8.0,12.0,10.0,16.6,46.7 ,10.0,8.0,14.0,10.0,16.5,48.5 ,45.88,41.20,8.00,49.20,32.16,7.76,39.92,22.16,8.00,30.16,40.12,8.00,48.12,32.12,8.00,40.12,16.00,8.12,24.12,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
710,9.13,702.30,0.54,8.54,656.92,0.23,379.38,411.59,10.0,8.0,10.0,10.0,16.4,44.5 ,10.0,8.0,14.0,10.0,16.5,48.5 ,44.70,33.44,8.00,41.44,32.16,7.84,40.00,22.32,8.00,30.32,32.12,8.00,40.12,32.12,8.00,40.12,16.00,7.87,23.87,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
720,9.15,703.84,0.55,8.54,656.92,0.23,379.21,409.63,10.0,8.0,10.0,10.0,16.4,44.5 ,10.0,8.0,14.0,10.0,16.5,48.5 ,44.92,34.00,8.00,42.00,32.16,7.84,40.00,22.64,8.00,30.64,32.12,8.00,40.12,32.12,8.00,40.12,16.00,7.75,23.75,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
730,9.10,700.00,0.54,8.54,656.92,0.23,379.38,390.85,10.0,8.0,12.0,10.0,16.5,46.5 ,10.0,8.0,14.0,10.0,16.5,48.5 ,47.08,39.84,8.00,47.84,32.16,7.84,40.00,23.44,8.00,31.44,40.12,8.00,48.12,32.12,8.00,40.12,16.00,7.87,23.87,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
740,9.10,700.00,0.54,8.54,656.92,0.23,379.21,408.59,10.0,8.0,10.0,10.0,16.5,44.5 ,10.0,8.0,14.0,10.0,16.5,48.5 ,45.03,33.60,8.00,41.60,32.16,7.84,40.00,23.52,8.00,31.52,32.12,8.00,40.12,32.12,8.00,40.12,16.00,7.87,23.87,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
750,9.06,696.92,0.54,8.54,656.92,0.23,379.38,384.27,10.0,8.0,12.0,10.0,16.6,46.6 ,10.0,8.0,14.0,10.0,16.5,48.5 ,47.88,40.32,8.00,48.32,32.16,7.84,40.00,24.40,8.00,32.40,40.12,8.00,48.12,32.12,8.00,40.12,16.00,8.00,24.00,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
760,9.11,700.76,0.54,8.54,656.92,0.23,379.38,382.86,10.0,8.0,10.0,10.0,16.5,44.5 ,10.0,8.0,14.0,10.0,16.5,48.5 ,48.06,40.40,8.00,48.40,32.16,7.76,39.92,24.96,8.00,32.96,32.12,8.00,40.12,32.12,8.00,40.12,16.00,7.87,23.87,48.00,8.00,56.00,32.00,8.00,40.00,16.00,8.00,24.00
770,5.19,399.23,0.33,5.18,398.46,0.33,316.15,383.82,10.0,8.0,14.0,10.0,26.2,58.2 ,10.0,8.0,14.0,10.0,26.2,58.2 ,47.94,40.16,8.00,48.16,32.16,7.84,40.00,25.68,8.00,33.68,48.12,8.00,56.12,32.12,8.00,40.12,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
780,5.22,401.53,0.33,5.18,398.46,0.33,316.01,361.11,10.0,8.0,14.0,10.1,26.0,58.1 ,10.0,8.0,14.0,10.0,26.2,58.2 ,50.95,47.92,8.00,55.92,32.16,7.76,39.92,26.16,8.00,34.16,48.12,8.00,56.12,32.25,8.00,40.25,31.75,8.00,39.75,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
790,5.18,398.46,0.32,5.18,398.46,0.33,316.01,360.02,10.0,8.0,14.0,10.1,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,51.11,47.20,8.00,55.20,32.16,7.68,39.84,26.80,8.00,34.80,48.12,8.00,56.12,32.25,8.00,40.25,32.00,8.12,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
800,5.14,395.38,0.32,5.18,398.46,0.33,316.01,370.61,10.0,8.0,10.1,10.1,26.4,54.5 ,10.0,8.0,14.0,10.0,26.2,58.2 ,49.65,41.60,8.00,49.60,32.16,7.76,39.92,27.60,8.00,35.60,32.25,8.00,40.25,32.25,8.00,40.25,32.25,8.12,40.37,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
810,5.14,395.38,0.32,5.18,398.46,0.33,316.15,355.75,10.0,8.0,14.0,10.1,26.4,58.5 ,10.0,8.0,14.0,10.0,26.2,58.2 ,51.72,48.48,8.00,56.48,32.16,7.76,39.92,27.92,8.00,35.92,48.12,8.00,56.12,32.25,8.00,40.25,32.25,8.12,40.37,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
820,5.17,397.69,0.32,5.18,398.46,0.33,316.15,351.80,10.0,8.0,14.0,10.1,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,52.30,48.40,8.00,56.40,32.16,7.68,39.84,28.40,8.00,36.40,48.12,8.00,56.12,32.25,8.00,40.25,32.25,7.87,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
830,5.15,396.15,0.32,5.18,398.46,0.33,316.15,347.92,10.0,8.0,14.0,10.1,26.3,58.4 ,10.0,8.0,14.0,10.0,26.2,58.2 ,52.89,48.40,8.00,56.40,32.16,7.76,39.92,28.96,8.00,36.96,48.12,8.00,56.12,32.25,8.00,40.25,32.25,8.00,40.25,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
840,5.17,397.69,0.32,5.18,398.46,0.33,316.15,346.14,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.16,48.32,8.00,56.32,32.16,7.68,39.84,29.52,8.00,37.52,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
850,5.17,397.69,0.32,5.18,398.46,0.33,316.15,343.83,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.51,48.32,8.00,56.32,32.16,7.76,39.92,29.92,8.00,37.92,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
860,5.17,397.69,0.32,5.18,398.46,0.33,316.01,345.53,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.25,48.40,8.00,56.40,32.16,7.68,39.84,30.32,8.00,38.32,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
870,5.17,397.69,0.32,5.18,398.46,0.33,316.15,342.17,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.77,48.48,8.00,56.48,32.16,7.76,39.92,30.56,8.00,38.56,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
880,5.17,397.69,0.32,5.18,398.46,0.33,316.01,344.48,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.41,48.40,8.00,56.40,32.16,7.68,39.84,30.72,8.00,38.72,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
890,5.17,397.69,0.32,5.18,398.46,0.33,316.01,338.01,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.44,47.28,8.00,55.28,32.16,7.76,39.92,30.96,8.00,38.96,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
900,5.17,397.69,0.32,5.18,398.46,0.33,316.01,347.12,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.01,43.68,8.00,51.68,32.16,7.68,39.84,31.20,8.00,39.20,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
910,5.17,397.69,0.32,5.18,398.46,0.33,316.01,336.87,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.62,48.40,8.00,56.40,32.16,7.76,39.92,31.28,8.00,39.28,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
920,5.17,397.69,0.32,5.18,398.46,0.33,316.01,337.12,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.58,48.32,8.00,56.32,32.16,7.60,39.76,31.52,8.00,39.52,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
930,5.17,397.69,0.32,5.18,398.46,0.33,316.15,338.41,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.37,48.40,8.00,56.40,32.08,7.76,39.84,31.60,8.00,39.60,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
940,5.17,397.69,0.32,5.18,398.46,0.33,316.01,338.36,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.38,48.40,8.00,56.40,32.16,7.68,39.84,31.60,8.00,39.60,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
950,5.17,397.69,0.32,5.18,398.46,0.33,316.15,335.99,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.76,48.40,8.00,56.40,32.16,7.76,39.92,31.76,8.00,39.76,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
960,5.17,397.69,0.32,5.18,398.46,0.33,316.01,345.70,10.0,8.0,10.0,10.0,26.2,54.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,53.22,41.84,8.00,49.84,32.16,7.68,39.84,32.00,8.00,40.00,32.12,8.00,40.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
970,5.17,397.69,0.32,5.18,398.46,0.33,316.15,334.60,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.99,48.40,8.00,56.40,32.08,7.76,39.84,31.92,8.00,39.92,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
980,5.17,397.69,0.32,5.18,398.46,0.33,316.15,335.42,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.86,48.32,8.00,56.32,32.08,7.60,39.68,32.00,8.00,40.00,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
990,5.17,397.69,0.32,5.18,398.46,0.33,316.01,331.30,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,55.54,48.40,8.00,56.40,32.16,7.68,39.84,32.16,8.00,40.16,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1000,5.17,397.69,0.32,5.18,398.46,0.33,316.01,335.46,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.85,48.24,8.00,56.24,32.08,7.60,39.68,32.24,8.00,40.24,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1010,5.17,397.69,0.32,5.18,398.46,0.33,316.15,338.70,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.33,48.32,8.00,56.32,32.16,7.76,39.92,31.92,8.16,40.08,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1020,5.17,397.69,0.32,5.18,398.46,0.33,316.15,335.00,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,54.93,46.72,8.08,54.80,32.08,7.76,39.84,32.08,8.64,40.72,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1030,5.17,397.69,0.32,5.18,398.46,0.33,316.01,322.41,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.07,48.56,8.08,56.64,32.08,7.68,39.76,32.08,9.12,41.20,48.12,8.00,56.12,32.12,8.00,40.12,32.12,8.00,40.12,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1040,5.17,397.69,0.32,5.18,398.46,0.33,316.15,328.53,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,56.01,48.48,8.08,56.56,32.08,7.68,39.76,32.08,9.52,41.60,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1050,5.17,397.69,0.32,5.18,398.46,0.33,316.01,322.35,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.08,48.56,8.16,56.72,32.08,7.76,39.84,32.16,10.00,42.16,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1060,5.17,397.69,0.32,5.18,398.46,0.33,316.15,326.25,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,56.40,48.40,8.08,56.48,32.08,7.68,39.76,32.16,10.40,42.56,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1070,5.17,397.69,0.32,5.18,398.46,0.33,316.15,325.01,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,56.61,48.40,8.16,56.56,32.08,7.68,39.76,32.16,10.72,42.88,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1080,5.17,397.69,0.32,5.18,398.46,0.33,316.15,322.95,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,56.98,48.48,8.24,56.72,32.08,7.60,39.68,32.16,11.12,43.28,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1090,5.17,397.69,0.32,5.18,398.46,0.33,316.01,323.75,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,56.83,48.48,8.16,56.64,32.08,7.76,39.84,32.24,11.44,43.68,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1100,5.17,397.69,0.32,5.18,398.46,0.33,316.15,319.23,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.64,48.40,8.24,56.64,32.08,7.68,39.76,32.24,11.84,44.08,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1110,5.17,397.69,0.32,5.18,398.46,0.33,316.15,321.44,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.24,48.40,8.16,56.56,32.08,7.76,39.84,32.24,12.16,44.40,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1120,5.17,397.69,0.32,5.18,398.46,0.33,316.01,318.50,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.77,48.64,8.16,56.80,32.08,7.68,39.76,32.24,12.48,44.72,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1130,5.17,397.69,0.32,5.18,398.46,0.33,316.01,317.88,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.88,48.48,8.24,56.72,32.08,7.76,39.84,32.24,12.80,45.04,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1140,5.17,397.69,0.32,5.18,398.46,0.33,316.15,320.35,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.44,48.40,8.24,56.64,32.08,7.68,39.76,32.24,13.04,45.28,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1150,5.17,397.69,0.32,5.18,398.46,0.33,316.01,318.99,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.68,48.64,8.24,56.88,32.08,7.76,39.84,32.24,13.36,45.60,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1160,5.17,397.69,0.32,5.18,398.46,0.33,316.01,319.36,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,57.62,48.40,8.16,56.56,32.08,7.68,39.76,32.24,13.60,45.84,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
1170,5.17,397.69,0.32,5.18,398.46,0.33,316.01,314.88,10.0,8.0,14.0,10.0,26.2,58.3 ,10.0,8.0,14.0,10.0,26.2,58.2 ,58.44,48.40,8.24,56.64,32.08,7.76,39.84,32.24,13.92,46.16,48.12,8.00,56.12,32.00,8.00,40.00,32.00,8.00,40.00,48.00,8.00,56.00,32.00,8.00,40.00,32.00,8.00,40.00
