,Roofline,,,,,,,,ECM,,,,,,,,,,,,,Data Transfer,,,,,,,,,,,
,Cache Simulator,,,Layer Conditions,,,ECM,Benchmark,Cache Simulator,,,,,,Layer Condition,,,,,,Benchmark,L1-L2 (B/LUP),,,,L2-L3 (B/LUP),,,,L3-MEM (B/LUP),,,
N(^3),GFLOP/s,MLUP/s,Arithmetic Intensity,GFLOP/s,MLUP/s,Arithmetic Intensity,MLUP/s,MLUP/s,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,T_OL,T_nOL,T_L1L2,T_L2L3,T_L3MEM,cy/CL,cy/CL,access,load,evict,total,access,load,evict,total,access,load,evict,total
10,,,,7.96,418.947368421053,,419.047619047619,74.11,,,,,,,36,42,0,0,0,42,237.48,1892,0,0,0,0,0,0,0,0,0.48,0.56,1.04
20,7.96,418.947368421053,,7.96,418.947368421053,,366.666666666667,151.38,36,42,8.7,0,0,50.7,36,42,6,0,0,48,116.27,874.96,11.68,38.96,50.64,38.96,0,0,0,0,0.24,0.24,0.48
30,6.28,330.526315789474,0.3,7.55,397.368421052632,0.26,266.666666666667,111.35,36,42,16,4,0,62,36,42,18,6,0,66,158.05,796.88,10.16,83.84,94,83.84,8.24,21.84,30.08,21.84,0.32,0.32,0.64
40,7.84,412.631578947368,0.27,7.55,397.368421052632,0.26,266.666666666667,119,36,42,17.3,6,0,65.3,36,42,18,6,0,66,147.9,660,9.52,78.4,87.92,78.4,9.36,26.72,36.08,26.72,0.32,0.32,0.64
50,7.55,397.368421052632,0.26,7.55,397.368421052632,0.26,266.666666666667,119.78,36,42,18,6,0,66,36,42,18,6,0,66,146.94,666.88,9.12,74.4,83.52,74.4,9.04,25.28,34.32,25.28,0.32,0.32,0.64
60,7.55,397.368421052632,0.26,7.55,397.368421052632,0.26,266.666666666667,123.57,36,42,18,4,0,64,36,42,18,6,0,66,142.43,603.76,9.04,73.28,82.32,73.28,8.88,45.04,53.92,45.04,0.32,0.32,0.64
70,7.55,397.368421052632,0.26,3.69,194.210526315789,0.26,225.641025641026,124.06,36,42,18,8,0,68,36,42,18,18,0,78,141.87,617.36,8.8,71.2,80,71.2,8.72,55.6,64.32,55.6,0.24,0.32,0.56
80,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,225.641025641026,125.21,36,42,18,18,0,78,36,42,18,18,0,78,140.57,579.76,8.8,72.56,81.36,72.56,8.72,70.16,78.88,70.16,0.24,0.24,0.48
90,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,225.641025641026,125.7,36,42,18,18,0,78,36,42,18,18,0,78,140.01,592.24,8.64,69.6,78.24,69.6,8.56,70.16,78.72,70.16,0.24,0.24,0.48
100,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,225.641025641026,127.6,36,42,18,18,0,78,36,42,18,18,0,78,137.93,565.28,8.56,69.04,77.6,69.04,8.56,69.76,78.32,69.76,0.24,0.24,0.48
110,3.32,174.736842105263,0.24,3.69,194.210526315789,0.26,225.641025641026,127.85,36,42,18,20,0,80,36,42,18,18,0,78,137.66,577.44,8.48,68.48,76.96,68.48,8.48,69.2,77.68,69.2,0.64,0.96,1.6
120,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,128.14,36,42,18,18,0,78,36,42,18,18,10.8,88.8,137.35,555.92,8.48,68,76.48,68,8.48,68.56,77.04,68.56,3.92,5.2,9.12
130,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,125.27,36,42,18.2,18,13.7,91.9,36,42,18,18,10.8,88.8,140.5,566.32,8.64,72.4,81.04,72.4,8.4,68.16,76.56,68.16,7.76,13.68,21.44
140,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,127.48,36,42,18,18,15.8,93.8,36,42,18,18,10.8,88.8,138.06,548.88,8.4,67.76,76.16,67.76,8.4,67.84,76.24,67.84,8.64,17.12,25.76
150,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,127.25,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,138.31,558.8,8.48,67.76,76.24,67.76,8.4,67.6,76,67.6,8.64,17.68,26.32
160,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,127.19,36,42,18,18,7.5,85.5,36,42,18,18,10.8,88.8,138.38,544.08,8.64,74.64,83.28,74.64,8.32,67.2,75.52,67.2,8.56,17.6,26.16
170,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,129.02,36,42,18,18,7.5,85.5,36,42,18,18,10.8,88.8,136.42,553.12,8.4,67.12,75.52,67.12,8.32,67.12,75.44,67.12,8.56,17.52,26.08
180,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,128.92,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,136.52,540.8,8.32,68,76.32,68,8.32,66.88,75.2,66.88,8.56,17.44,26
190,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,128.3,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,137.18,548.96,8.32,67.36,75.68,67.36,8.32,66.72,75.04,66.72,8.56,17.36,25.92
200,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,128.54,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,136.92,537.52,8.32,68.16,76.48,68.16,8.24,66.56,74.8,66.56,8.48,17.36,25.84
210,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,129.74,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,135.66,545.04,8.24,70.72,78.96,70.72,8.24,66.4,74.64,66.4,8.48,17.28,25.76
220,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,129.34,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,136.08,535.44,8.32,70.8,79.12,70.8,8.24,66.32,74.56,66.32,8.48,17.28,25.76
230,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,129.92,36,42,17.9,18,15.8,93.7,36,42,18,18,10.8,88.8,135.47,542.08,8.4,68.16,76.56,68.16,8.24,66.16,74.4,66.16,8.48,17.2,25.68
240,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,128.84,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,136.61,533.44,8.48,76.08,84.56,76.08,8.24,66.16,74.4,66.16,8.48,17.12,25.6
250,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,198.198198198198,130.21,36,42,18,18,10.8,88.8,36,42,18,18,10.8,88.8,135.16,539.6,8.4,73.28,81.68,73.28,8.24,66,74.24,66,8.48,17.12,25.6
260,2.38,125.263157894737,0.22,3.69,194.210526315789,0.26,198.198198198198,128.73,36,42,18,18,39.7,117.7,36,42,18,18,10.8,88.8,136.72,531.76,8.56,84.24,92.8,84.24,8.16,65.92,74.08,65.92,8.48,17.12,25.6
270,2.01,105.789473684211,0.18,3.69,194.210526315789,0.26,198.198198198198,130.21,36,42,18,18,47,125,36,42,18,18,10.8,88.8,135.16,537.76,8.48,75.52,84,75.52,8.16,66,74.16,66,8.48,17.04,25.52
280,1.88,98.9473684210526,0.16,3.69,194.210526315789,0.26,198.198198198198,129.54,36,42,18,18,58.7,136.7,36,42,18,18,10.8,88.8,135.87,530.32,8.64,73.84,82.48,73.84,8.16,65.76,73.92,65.76,8.48,17.04,25.52
290,2.38,125.263157894737,0.22,3.69,194.210526315789,0.26,198.198198198198,130.53,36,42,22,18,39.7,121.7,36,42,18,18,10.8,88.8,134.84,535.76,8.56,70.56,79.12,70.56,8.16,65.68,73.84,65.68,8.48,17.04,25.52
300,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,129.92,36,42,24,18,15.8,99.8,36,42,30,18,10.8,100.8,135.47,529.04,8.8,85.28,94.08,85.28,8.16,68.88,77.04,68.88,8.4,16.96,25.36
310,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,130.31,36,42,26,18,10.8,96.8,36,42,30,18,10.8,100.8,135.06,534.4,8.72,91.68,100.4,91.68,8.16,65.68,73.84,65.68,8.4,16.96,25.36
320,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,128.42,36,42,22,18,10.8,92.8,36,42,30,18,10.8,100.8,137.05,527.76,8.48,88.4,96.88,88.4,8.16,68.72,76.88,68.72,8.4,17.04,25.44
330,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,130.19,36,42,26,18,15.8,101.8,36,42,30,18,10.8,100.8,135.19,532.8,8.48,99.28,107.76,99.28,8.16,65.44,73.6,65.44,8.4,16.96,25.36
340,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,128.78,36,42,26,18,10.8,96.8,36,42,30,18,10.8,100.8,136.67,527.04,8.64,95.76,104.4,95.76,8.16,65.52,73.68,65.52,8.4,16.96,25.36
350,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,128.28,36,42,30,18,15.8,105.8,36,42,30,18,10.8,100.8,137.2,531.84,8.64,115.36,124,115.36,8.08,65.28,73.36,65.28,8.4,16.96,25.36
360,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,128.22,36,42,30,18,7.5,97.5,36,42,30,18,10.8,100.8,137.26,526,8.48,112.8,121.28,112.8,8.16,65.44,73.6,65.44,8.4,16.96,25.36
370,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,129.78,36,42,30,18,7.5,97.5,36,42,30,18,10.8,100.8,135.61,530.56,8.48,113.84,122.32,113.84,8.08,65.28,73.36,65.28,8.4,16.96,25.36
380,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,129.34,36,42,28,18,7.5,95.5,36,42,30,18,10.8,100.8,136.07,525.28,8.48,100.32,108.8,100.32,8.16,65.2,73.36,65.2,8.4,16.96,25.36
390,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,129.87,36,42,30,18,10.8,100.8,36,42,30,18,10.8,100.8,135.52,529.6,8.48,114.08,122.56,114.08,8.08,65.2,73.28,65.2,8.4,16.96,25.36
400,3.69,194.210526315789,0.26,3.69,194.210526315789,0.26,174.603174603175,127.98,36,42,26,18,10.8,96.8,36,42,30,18,10.8,100.8,137.52,524.72,8.56,112.32,120.88,112.32,8.08,65.28,73.36,65.28,8.4,17.04,25.44
410,,,,3.69,194.210526315789,0.26,174.603174603175,129.38,,,,,,,36,42,30,18,10.8,100.8,136.03,528.72,8.48,114.16,122.64,114.16,8.16,65.2,73.36,65.2,8.4,17.04,25.44
420,,,,3.69,194.210526315789,0.26,174.603174603175,129.26,,,,,,,36,42,30,18,10.8,100.8,136.16,524.16,8.64,114.48,123.12,114.48,8.08,65.2,73.28,65.2,8.4,17.04,25.44
430,,,,3.69,194.210526315789,0.26,174.603174603175,129.76,,,,,,,36,42,30,18,10.8,100.8,135.63,528.08,8.64,114.4,123.04,114.4,8.08,65.12,73.2,65.12,8.4,17.12,25.52
440,,,,3.69,194.210526315789,0.26,174.603174603175,128.35,,,,,,,36,42,30,18,10.8,100.8,137.13,523.44,8.4,113.84,122.24,113.84,8.08,65.04,73.12,65.04,8.4,17.28,25.68
450,,,,3.69,194.210526315789,0.26,174.603174603175,128.53,,,,,,,36,42,30,18,10.8,100.8,136.94,527.2,8.4,114.16,122.56,114.16,8.08,65.12,73.2,65.12,8.4,17.2,25.6
460,,,,3.69,194.210526315789,0.26,174.603174603175,128.86,,,,,,,36,42,30,18,10.8,100.8,136.59,523.04,8.56,113.92,122.48,113.92,8.08,65.04,73.12,65.04,8.4,17.52,25.92
470,,,,3.69,194.210526315789,0.26,174.603174603175,129.91,,,,,,,36,42,30,18,10.8,100.8,135.47,526.72,8.56,114.16,122.72,114.16,8.08,64.96,73.04,64.96,8.4,17.52,25.92
480,,,,3.69,194.210526315789,0.26,174.603174603175,128.85,,,,,,,36,42,30,18,10.8,100.8,136.59,522.48,8.48,100.88,109.36,100.88,8.08,64.96,73.04,64.96,8.4,17.6,26
490,,,,3.69,194.210526315789,0.26,174.603174603175,126.61,,,,,,,36,42,30,18,10.8,100.8,139.01,525.92,8.4,114,122.4,114,8.08,65.12,73.2,65.12,8.4,17.68,26.08
500,,,,3.69,194.210526315789,0.26,174.603174603175,128.23,,,,,,,36,42,30,18,10.8,100.8,137.26,522.08,8.4,114.08,122.48,114.08,8.08,64.96,73.04,64.96,8.4,18.56,26.96
510,,,,3.69,194.210526315789,0.26,174.603174603175,118.01,,,,,,,36,42,30,18,10.8,100.8,149.14,525.44,8.64,186.24,194.88,186.24,8.08,64.96,73.04,64.96,8.4,18.16,26.56
520,,,,3.69,194.210526315789,0.26,174.603174603175,126.82,,,,,,,36,42,30,18,10.8,100.8,138.78,521.76,8.64,114.72,123.36,114.72,8.08,65.04,73.12,65.04,8.4,19.28,27.68
530,,,,3.69,194.210526315789,0.26,174.603174603175,129.84,,,,,,,36,42,30,18,10.8,100.8,135.55,524.88,8.4,114.16,122.56,114.16,8.08,64.96,73.04,64.96,8.32,19.44,27.76
540,,,,3.69,194.210526315789,0.26,174.603174603175,127.87,,,,,,,36,42,30,18,10.8,100.8,137.64,521.28,8.4,114.08,122.48,114.08,8.08,64.88,72.96,64.88,8.32,20.56,28.88
550,,,,3.69,194.210526315789,0.26,174.603174603175,130.11,,,,,,,36,42,30,18,10.8,100.8,135.27,524.56,8.48,113.92,122.4,113.92,8.08,64.88,72.96,64.88,8.32,21.6,29.92
560,,,,3.69,194.210526315789,0.26,174.603174603175,128.14,,,,,,,36,42,30,18,10.8,100.8,137.35,521.12,8.48,115.6,124.08,115.6,8.08,64.72,72.8,64.72,8.32,23.2,31.52
570,,,,3.69,194.210526315789,0.26,174.603174603175,130.12,,,,,,,36,42,30,18,10.8,100.8,135.26,524.08,8.48,113.68,122.16,113.68,8,65.04,73.04,65.04,8.32,24.48,32.8
580,,,,3.69,194.210526315789,0.26,174.603174603175,128.97,,,,,,,36,42,30,18,10.8,100.8,136.47,520.8,8.48,114.72,123.2,114.72,8.08,64.88,72.96,64.88,8.32,25.92,34.24
590,,,,3.69,194.210526315789,0.26,174.603174603175,129.99,,,,,,,36,42,30,18,10.8,100.8,135.4,523.68,8.48,113.68,122.16,113.68,8.08,65.12,73.2,65.12,8.32,29.28,37.6
600,,,,3.69,194.210526315789,0.26,174.603174603175,128.31,,,,,,,36,42,30,18,10.8,100.8,137.16,520.4,8.32,113.52,121.84,113.52,8.08,64.8,72.88,64.8,8.32,32.32,40.64
610,,,,3.69,194.210526315789,0.26,174.603174603175,130.08,,,,,,,36,42,30,18,10.8,100.8,135.3,523.28,8.4,113.68,122.08,113.68,8.08,64.88,72.96,64.88,8.32,33.52,41.84
620,,,,3.69,194.210526315789,0.26,174.603174603175,129.23,,,,,,,36,42,30,18,10.8,100.8,136.19,520.08,8.32,113.52,121.84,113.52,8.08,64.8,72.88,64.8,8.32,38.48,46.8
630,,,,3.69,194.210526315789,0.26,174.603174603175,129.66,,,,,,,36,42,30,18,10.8,100.8,135.74,522.96,8.4,113.6,122,113.6,8,64.8,72.8,64.8,8.32,38.8,47.12
640,,,,3.69,194.210526315789,0.26,174.603174603175,125.68,,,,,,,36,42,30,18,10.8,100.8,140.04,519.84,8.32,119.12,127.44,119.12,8.08,67.44,75.52,67.44,8.32,35.12,43.44
650,,,,2.47,130,0.26,144.144144144144,129.77,,,,,,,36,42,30,18,32.1,122.1,135.63,522.64,8.4,114.24,122.64,114.24,8,64.72,72.72,64.72,8.32,42,50.32
660,,,,2.47,130,0.26,144.144144144144,128.89,,,,,,,36,42,30,18,32.1,122.1,136.55,519.6,8.32,113.44,121.76,113.44,8,64.72,72.72,64.72,8.32,44.8,53.12
670,,,,2.47,130,0.26,144.144144144144,129.62,,,,,,,36,42,30,18,32.1,122.1,135.78,522.32,8.4,113.52,121.92,113.52,8,64.72,72.72,64.72,8.32,44.56,52.88
680,,,,2.47,130,0.26,144.144144144144,128.23,,,,,,,36,42,30,18,32.1,122.1,137.26,519.44,8.4,113.52,121.92,113.52,8,64.72,72.72,64.72,8.32,46.72,55.04
690,,,,2.47,130,0.26,144.144144144144,129.44,,,,,,,36,42,30,18,32.1,122.1,135.97,521.92,8.32,113.36,121.68,113.36,8,64.64,72.64,64.64,8.32,47.52,55.84
700,,,,2.47,130,0.26,144.144144144144,128.5,,,,,,,36,42,30,18,32.1,122.1,136.97,519.28,8.4,114,122.4,114,7.92,64.24,72.16,64.24,8.32,49.52,57.84
710,,,,2.47,130,0.26,144.144144144144,129.67,,,,,,,36,42,30,18,32.1,122.1,135.73,521.68,8.4,113.36,121.76,113.36,8,64.64,72.64,64.64,8.32,51.12,59.44
720,,,,2.47,130,0.26,144.144144144144,127.67,,,,,,,36,42,30,18,32.1,122.1,137.86,519.04,8.4,114.8,123.2,114.8,8,64.24,72.24,64.24,8.32,52.72,61.04
730,,,,2.47,130,0.26,144.144144144144,129.86,,,,,,,36,42,30,18,32.1,122.1,135.53,521.36,8.24,113.2,121.44,113.2,8,64.4,72.4,64.4,8.32,53.2,61.52
740,,,,2.47,130,0.26,144.144144144144,128.87,,,,,,,36,42,30,18,32.1,122.1,136.57,518.88,8.4,113.28,121.68,113.28,8,64.32,72.32,64.32,8.32,55.68,64
750,,,,2.47,130,0.26,144.144144144144,129.64,,,,,,,36,42,30,18,32.1,122.1,135.76,521.12,8.24,113.36,121.6,113.36,8,64.4,72.4,64.4,8.32,56,64.32
760,,,,2.47,130,0.26,144.144144144144,127.8,,,,,,,36,42,30,18,32.1,122.1,137.71,518.64,8.24,113.2,121.44,113.2,8,65.44,73.44,65.44,8.32,57.36,65.68
770,,,,2.47,130,0.26,144.144144144144,117.48,,,,,,,36,42,30,18,32.1,122.1,149.81,520.96,8.4,132.48,140.88,132.48,7.92,64.4,72.32,64.4,8.32,59.52,67.84
780,,,,2.47,130,0.26,144.144144144144,128.63,,,,,,,36,42,30,18,32.1,122.1,136.83,518.48,8.32,113.28,121.6,113.28,7.92,64.4,72.32,64.4,8.32,59.44,67.76
790,,,,2.47,130,0.26,144.144144144144,129.05,,,,,,,36,42,30,18,32.1,122.1,136.38,520.64,8.24,113.76,122,113.76,8,64.24,72.24,64.24,8.32,60.32,68.64
800,,,,2.47,130,0.26,144.144144144144,124.71,,,,,,,36,42,30,18,32.1,122.1,141.13,518.32,8.32,118.72,127.04,118.72,7.92,63.84,71.76,63.84,8.32,61.68,70
810,,,,2.47,130,0.26,144.144144144144,129.89,,,,,,,36,42,30,18,32.1,122.1,135.5,520.4,8.24,113.2,121.44,113.2,7.92,65.28,73.2,65.28,8.32,60.88,69.2
820,,,,2.47,130,0.26,144.144144144144,128.7,,,,,,,36,42,30,18,32.1,122.1,136.75,518.16,8.24,113.12,121.36,113.12,7.92,64.16,72.08,64.16,8.32,62.16,70.48
830,,,,2.47,130,0.26,144.144144144144,127.96,,,,,,,36,42,30,18,32.1,122.1,137.54,520.24,8.24,113.44,121.68,113.44,7.92,64.32,72.24,64.32,8.32,62.4,70.72
840,,,,2.47,130,0.26,144.144144144144,128.2,,,,,,,36,42,30,18,32.1,122.1,137.29,518,8.24,113.04,121.28,113.04,8,64.32,72.32,64.32,8.32,62.96,71.28
850,,,,2.47,130,0.26,144.144144144144,129.73,,,,,,,36,42,30,18,32.1,122.1,135.66,520,8.24,113.04,121.28,113.04,8,64.24,72.24,64.24,8.32,63.04,71.36
860,,,,2.47,130,0.26,144.144144144144,128.75,,,,,,,36,42,30,18,32.1,122.1,136.7,517.84,8.24,113.2,121.44,113.2,7.92,64.24,72.16,64.24,8.32,63.6,71.92
870,,,,2.47,130,0.26,144.144144144144,129.34,,,,,,,36,42,30,18,32.1,122.1,136.07,519.92,8.32,113.2,121.52,113.2,7.84,64.88,72.72,64.88,8.32,63.36,71.68
880,,,,2.47,130,0.26,144.144144144144,125.31,,,,,,,36,42,30,18,32.1,122.1,140.45,517.68,8.24,114.4,122.64,114.4,8,64.08,72.08,64.08,8.32,64,72.32
890,,,,2.47,130,0.26,144.144144144144,128.63,,,,,,,36,42,30,18,32.1,122.1,136.83,519.76,8.32,113.6,121.92,113.6,7.92,64.24,72.16,64.24,8.32,64.16,72.48
900,,,,2.47,130,0.26,144.144144144144,126.91,,,,,,,36,42,30,18,32.1,122.1,138.68,517.68,8.32,113.52,121.84,113.52,7.84,63.68,71.52,63.68,8.32,64.32,72.64
910,,,,2.47,130,0.26,144.144144144144,127.15,,,,,,,36,42,30,18,32.1,122.1,138.42,519.52,8.24,113.04,121.28,113.04,7.92,65.2,73.12,65.2,8.32,64.24,72.56
920,,,,2.47,130,0.26,144.144144144144,124.89,,,,,,,36,42,30,18,32.1,122.1,140.92,517.44,8.24,113.12,121.36,113.12,8,64.32,72.32,64.32,8.32,64.4,72.72
930,,,,2.47,130,0.26,144.144144144144,125.74,,,,,,,36,42,30,18,32.1,122.1,139.97,519.44,8.32,113.6,121.92,113.6,7.92,64.16,72.08,64.16,8.32,64.4,72.72
940,,,,2.47,130,0.26,144.144144144144,126.02,,,,,,,36,42,30,18,32.1,122.1,139.66,517.44,8.32,113.28,121.6,113.28,8,64.24,72.24,64.24,8.32,64.56,72.88
950,,,,2.47,130,0.26,144.144144144144,126.26,,,,,,,36,42,30,18,32.1,122.1,139.39,519.28,8.32,113.2,121.52,113.2,7.84,64.24,72.08,64.24,8.32,64.56,72.88
960,,,,2.47,130,0.26,144.144144144144,121.58,,,,,,,36,42,30,18,32.1,122.1,144.76,517.2,8.24,118.16,126.4,118.16,7.92,66.08,74,66.08,8.32,64.64,72.96
970,,,,2.47,130,0.26,144.144144144144,125.85,,,,,,,36,42,30,18,32.1,122.1,139.85,519.12,8.24,113.04,121.28,113.04,7.84,64.16,72,64.16,8.32,64.64,72.96
980,,,,2.47,130,0.26,144.144144144144,124.6,,,,,,,36,42,30,18,32.1,122.1,141.25,517.12,8.24,112.96,121.2,112.96,8,64.24,72.24,64.24,8.32,64.64,72.96
990,,,,2.47,130,0.26,144.144144144144,124.85,,,,,,,36,42,30,18,32.1,122.1,140.97,518.88,8.24,113.04,121.28,113.04,7.92,64.08,72,64.08,8.32,64.64,72.96
1000,,,,2.47,130,0.26,144.144144144144,121.63,,,,,,,36,42,30,18,32.1,122.1,144.7,517.04,8.24,113.28,121.52,113.28,8,64.32,72.32,64.32,8.32,64.72,73.04
1010,,,,2.47,130,0.26,144.144144144144,124.39,,,,,,,36,42,30,18,32.1,122.1,141.49,518.8,8.24,113.76,122,113.76,8,64.32,72.32,64.32,8.32,64.72,73.04
1020,,,,2.47,130,0.26,144.144144144144,121.63,,,,,,,36,42,30,18,32.1,122.1,144.71,516.96,8.24,123.2,131.44,123.2,7.84,65.76,73.6,65.76,8.32,64.72,73.04
1030,,,,2.47,130,0.26,144.144144144144,123.56,,,,,,,36,42,30,18,32.1,122.1,142.44,518.72,8.24,115.04,123.28,115.04,7.92,67.76,75.68,67.76,8.32,64.72,73.04
1040,,,,2.47,130,0.26,144.144144144144,121.5,,,,,,,36,42,30,18,32.1,122.1,144.86,516.8,8.24,115.04,123.28,115.04,8,64,72,64,8.32,64.72,73.04
1050,,,,2.47,130,0.26,144.144144144144,122.82,,,,,,,36,42,30,18,32.1,122.1,143.29,518.48,8.24,113.36,121.6,113.36,7.84,64.16,72,64.16,8.32,64.72,73.04
1060,,,,2.47,130,0.26,144.144144144144,122.53,,,,,,,36,42,30,18,32.1,122.1,143.64,516.8,8.24,113.2,121.44,113.2,7.92,64.08,72,64.08,8.32,64.72,73.04
1070,,,,2.47,130,0.26,144.144144144144,123.13,,,,,,,36,42,30,18,32.1,122.1,142.94,518.48,8.24,113.12,121.36,113.12,7.92,64.16,72.08,64.16,8.32,64.72,73.04
1080,,,,2.47,130,0.26,144.144144144144,121.29,,,,,,,36,42,30,18,32.1,122.1,145.11,516.72,8.24,112.96,121.2,112.96,8,64.16,72.16,64.16,8.32,64.72,73.04
1090,,,,2.47,130,0.26,144.144144144144,120.3,,,,,,,36,42,30,18,32.1,122.1,146.3,518.32,8.24,112.96,121.2,112.96,8,64.24,72.24,64.24,8.32,64.72,73.04
1100,,,,2.47,130,0.26,144.144144144144,121.76,,,,,,,36,42,30,18,32.1,122.1,144.55,,,,,,,,,,,,
1110,,,,2.47,130,0.26,144.144144144144,122.44,,,,,,,36,42,30,18,32.1,122.1,143.75,,,,,,,,,,,,
1120,,,,2.47,130,0.26,144.144144144144,115.92,,,,,,,36,42,30,18,32.1,122.1,151.83,,,,,,,,,,,,
1130,,,,2.47,130,0.26,144.144144144144,118.23,,,,,,,36,42,30,18,32.1,122.1,148.86,,,,,,,,,,,,
1140,,,,2.47,130,0.26,144.144144144144,118.65,,,,,,,36,42,30,18,32.1,122.1,148.34,,,,,,,,,,,,
1150,,,,2.47,130,0.26,144.144144144144,115.4,,,,,,,36,42,30,18,32.1,122.1,152.52,,,,,,,,,,,,
1160,,,,2.47,130,0.26,144.144144144144,116.58,,,,,,,36,42,30,18,32.1,122.1,150.97,,,,,,,,,,,,
1170,,,,2.47,130,0.26,144.144144144144,118.39,,,,,,,36,42,30,18,32.1,122.1,148.66,,,,,,,,,,,,
1180,,,,2.47,130,0.26,144.144144144144,117.32,,,,,,,36,42,30,18,32.1,122.1,150.02,,,,,,,,,,,,
1190,,,,2.47,130,0.26,144.144144144144,117.57,,,,,,,36,42,30,18,32.1,122.1,149.69,,,,,,,,,,,,
1200,,,,2.47,130,0.26,144.144144144144,114.85,,,,,,,36,42,30,18,32.1,122.1,153.24,,,,,,,,,,,,
